500,2000,0.012840
500,4000,0.010134
500,6000,0.015319
500,8000,0.020844
500,10000,0.035018
500,12000,0.042094
500,14000,0.049294
500,16000,0.056205
500,18000,0.062846
500,20000,0.070563
500,22000,0.076966
500,24000,0.077756
500,26000,0.090895
500,28000,0.092983
500,30000,0.098364
500,32000,0.113000
500,34000,0.112566
500,36000,0.119246
500,38000,0.125626
500,40000,0.139838
500,42000,0.141787
1500,2000,0.012064
1500,4000,0.017677
1500,6000,0.025501
1500,8000,0.033428
1500,10000,0.056028
1500,12000,0.061704
1500,14000,0.064242
1500,16000,0.090724
1500,18000,0.107076
1500,20000,0.116000
1500,22000,0.131483
1500,24000,0.141730
1500,26000,0.152710
1500,28000,0.162076
1500,30000,0.173102
1500,32000,0.186292
1500,34000,0.201352
1500,36000,0.204219
1500,38000,0.187510
1500,40000,0.205679
1500,42000,0.211175
2500,2000,0.011996
2500,4000,0.023263
2500,6000,0.042787
2500,8000,0.066754
2500,10000,0.083884
2500,12000,0.100168
2500,14000,0.116589
2500,16000,0.133887
2500,18000,0.149908
2500,20000,0.159651
2500,22000,0.173707
2500,24000,0.191000
2500,26000,0.208846
2500,28000,0.220691
2500,30000,0.236420
2500,32000,0.251181
2500,34000,0.273968
2500,36000,0.281648
2500,38000,0.308161
2500,40000,0.316235
2500,42000,0.247611
3500,2000,0.014760
3500,4000,0.029582
3500,6000,0.044273
3500,8000,0.060320
3500,10000,0.096931
3500,12000,0.100177
3500,14000,0.128182
3500,16000,0.146534
3500,18000,0.161736
3500,20000,0.177082
3500,22000,0.200326
3500,24000,0.227312
3500,26000,0.226080
3500,28000,0.236752
3500,30000,0.240146
3500,32000,0.309249
3500,34000,0.314761
3500,36000,0.336779
3500,38000,0.351818
3500,40000,0.364080
3500,42000,0.398635
4500,2000,0.026738
4500,4000,0.036755
4500,6000,0.069021
4500,8000,0.090537
4500,10000,0.121769
4500,12000,0.150701
4500,14000,0.159018
4500,16000,0.181481
4500,18000,0.194416
4500,20000,0.249559
4500,22000,0.236703
4500,24000,0.276197
4500,26000,0.285200
4500,28000,0.328208
4500,30000,0.354214
4500,32000,0.414113
4500,34000,0.394842
4500,36000,0.416077
4500,38000,0.434628
4500,40000,0.426377
4500,42000,0.532315
5500,2000,0.031537
5500,4000,0.058037
5500,6000,0.090249
5500,8000,0.116182
5500,10000,0.149306
5500,12000,0.179644
5500,14000,0.211415
5500,16000,0.240479
5500,18000,0.269614
5500,20000,0.287451
5500,22000,0.318374
5500,24000,0.363316
5500,26000,0.376718
5500,28000,0.417775
5500,30000,0.444290
5500,32000,0.462143
5500,34000,0.494190
5500,36000,0.525415
5500,38000,0.540699
5500,40000,0.585793
5500,42000,0.634855
6500,2000,0.036740
6500,4000,0.073051
6500,6000,0.109302
6500,8000,0.140863
6500,10000,0.136254
6500,12000,0.188368
6500,14000,0.235669
6500,16000,0.198644
6500,18000,0.264573
6500,20000,0.299728
6500,22000,0.334178
6500,24000,0.370522
6500,26000,0.381186
6500,28000,0.433145
6500,30000,0.452076
6500,32000,0.556488
6500,34000,0.589420
6500,36000,0.665167
6500,38000,0.725183
6500,40000,0.750786
6500,42000,0.635547
7500,2000,0.042163
7500,4000,0.084238
7500,6000,0.126712
7500,8000,0.168471
7500,10000,0.249848
7500,12000,0.253632
7500,14000,0.301089
7500,16000,0.337267
7500,18000,0.413575
7500,20000,0.440160
7500,22000,0.597479
7500,24000,0.563450
7500,26000,0.430134
7500,28000,0.479287
7500,30000,0.508486
7500,32000,0.524242
7500,34000,0.580947
7500,36000,0.610244
7500,38000,0.641188
7500,40000,0.668881
7500,42000,0.716293
8500,2000,0.044609
8500,4000,0.062190
8500,6000,0.122590
8500,8000,0.151143
8500,10000,0.209700
8500,12000,0.227479
8500,14000,0.251393
8500,16000,0.299041
8500,18000,0.328880
8500,20000,0.372136
8500,22000,0.417522
8500,24000,0.454270
8500,26000,0.487614
8500,28000,0.516435
8500,30000,0.597541
8500,32000,0.577614
8500,34000,0.635465
8500,36000,0.679083
8500,38000,0.727698
8500,40000,0.809004
8500,42000,0.849182
9500,2000,0.043312
9500,4000,0.087461
9500,6000,0.130258
9500,8000,0.181718
9500,10000,0.207308
9500,12000,0.234887
9500,14000,0.345286
9500,16000,0.362519
9500,18000,0.374589
9500,20000,0.432602
9500,22000,0.465040
9500,24000,0.510587
9500,26000,0.541093
9500,28000,0.601058
9500,30000,0.626667
9500,32000,0.659841
9500,34000,0.725506
9500,36000,0.769634
9500,38000,0.796291
9500,40000,0.861551
9500,42000,0.924364
10500,2000,0.037539
10500,4000,0.103033
10500,6000,0.133846
10500,8000,0.183931
10500,10000,0.214339
10500,12000,0.281077
10500,14000,0.317916
10500,16000,0.354110
10500,18000,0.429210
10500,20000,0.487696
10500,22000,0.517497
10500,24000,0.669213
10500,26000,0.665062
10500,28000,0.706293
10500,30000,0.746777
10500,32000,0.738047
10500,34000,0.788904
10500,36000,0.812631
10500,38000,0.889679
10500,40000,1.032320
10500,42000,1.057077
