500,2000,0.015812
500,4000,0.012625
500,6000,0.019048
500,8000,0.025227
500,10000,0.031690
500,12000,0.030188
500,14000,0.037033
500,16000,0.050825
500,18000,0.056923
500,20000,0.055221
500,22000,0.062227
500,24000,0.075889
500,26000,0.082203
500,28000,0.073383
500,30000,0.079506
500,32000,0.104544
500,34000,0.112463
500,36000,0.118981
500,38000,0.178776
500,40000,0.182246
500,42000,0.164068
1500,2000,0.017283
1500,4000,0.034727
1500,6000,0.051772
1500,8000,0.069884
1500,10000,0.119609
1500,12000,0.139856
1500,14000,0.125031
1500,16000,0.131549
1500,18000,0.136494
1500,20000,0.164049
1500,22000,0.169925
1500,24000,0.170920
1500,26000,0.222956
1500,28000,0.223906
1500,30000,0.251676
1500,32000,0.251766
1500,34000,0.242852
1500,36000,0.291227
1500,38000,0.306680
1500,40000,0.318943
1500,42000,0.360794
2500,2000,0.027548
2500,4000,0.054685
2500,6000,0.095491
2500,8000,0.092435
2500,10000,0.137855
2500,12000,0.165709
2500,14000,0.258333
2500,16000,0.216414
2500,18000,0.233880
2500,20000,0.248859
2500,22000,0.342538
2500,24000,0.335852
2500,26000,0.342752
2500,28000,0.368871
2500,30000,0.590223
2500,32000,0.510973
2500,34000,0.564204
2500,36000,0.524958
2500,38000,0.522243
2500,40000,0.587063
2500,42000,0.637998
3500,2000,0.023376
3500,4000,0.058130
3500,6000,0.152271
3500,8000,0.151131
3500,10000,0.169585
3500,12000,0.252177
3500,14000,0.341827
3500,16000,0.322120
3500,18000,0.353967
3500,20000,0.415056
3500,22000,0.384579
3500,24000,0.492317
3500,26000,0.471608
3500,28000,0.325952
3500,30000,0.349568
3500,32000,0.373589
3500,34000,0.402725
3500,36000,0.424918
3500,38000,0.445914
3500,40000,0.469611
3500,42000,0.490575
4500,2000,0.029753
4500,4000,0.059482
4500,6000,0.089545
4500,8000,0.119358
4500,10000,0.148937
4500,12000,0.179980
4500,14000,0.210437
4500,16000,0.238907
4500,18000,0.268107
4500,20000,0.298118
4500,22000,0.328183
4500,24000,0.358548
4500,26000,0.387368
4500,28000,0.418166
4500,30000,0.448557
4500,32000,0.476606
4500,34000,0.507040
4500,36000,0.536672
4500,38000,0.567168
4500,40000,0.596475
4500,42000,0.626591
5500,2000,0.036505
5500,4000,0.073178
5500,6000,0.109446
5500,8000,0.145464
5500,10000,0.182132
5500,12000,0.217865
5500,14000,0.283040
5500,16000,0.470250
5500,18000,0.572376
5500,20000,0.661387
5500,22000,0.689779
5500,24000,0.706657
5500,26000,0.981750
5500,28000,1.106235
5500,30000,0.934079
5500,32000,0.995092
5500,34000,1.114588
5500,36000,1.576894
5500,38000,1.725813
5500,40000,1.665144
5500,42000,0.796620
6500,2000,0.043062
6500,4000,0.086091
6500,6000,0.128614
6500,8000,0.171362
6500,10000,0.214956
6500,12000,0.257836
6500,14000,0.300417
6500,16000,0.343250
6500,18000,0.386298
6500,20000,0.430906
6500,22000,0.474192
6500,24000,0.514938
6500,26000,0.557724
6500,28000,0.600135
6500,30000,0.642439
6500,32000,0.684042
6500,34000,0.729106
6500,36000,0.771336
6500,38000,0.815432
6500,40000,0.857588
6500,42000,0.900374
7500,2000,0.049299
7500,4000,0.098596
7500,6000,0.147892
7500,8000,0.197332
7500,10000,0.245078
7500,12000,0.294821
7500,14000,0.344898
7500,16000,0.395305
7500,18000,0.444177
7500,20000,0.493130
7500,22000,0.542235
7500,24000,0.591500
7500,26000,0.643371
7500,28000,0.691273
7500,30000,0.740945
7500,32000,0.790345
7500,34000,0.843258
7500,36000,0.892038
7500,38000,0.939488
7500,40000,0.988581
7500,42000,1.037373
8500,2000,0.055778
8500,4000,0.110668
8500,6000,0.166227
8500,8000,0.221308
8500,10000,0.277071
8500,12000,0.335363
8500,14000,0.391750
8500,16000,0.748380
8500,18000,1.297227
8500,20000,1.193210
8500,22000,1.386584
8500,24000,1.644176
8500,26000,1.844425
8500,28000,1.790434
8500,30000,1.841449
8500,32000,1.815695
8500,34000,2.032236
8500,36000,2.238630
8500,38000,2.486287
8500,40000,2.549557
8500,42000,2.545062
9500,2000,0.062710
9500,4000,0.125688
9500,6000,0.189107
9500,8000,0.250933
9500,10000,0.314706
9500,12000,0.376998
9500,14000,0.438750
9500,16000,0.501318
